     5.100     3.500     1.400     0.200     0.000     1.000     0.000     0.000     2.000   1
     4.900     3.000     1.400     0.200     0.000     1.000     0.000     0.000     2.000   2
     4.700     3.200     1.300     0.200     0.000     1.000     0.000     0.000     2.000   3
     4.600     3.100     1.500     0.200     0.000     1.000     0.000     0.000     2.000   4
     5.000     3.600     1.400     0.200     0.000     1.000     0.000     0.000     2.000   5
     5.400     3.900     1.700     0.400     0.000     1.000     0.000     0.000     2.000   6
     4.600     3.400     1.400     0.300     0.000     1.000     0.000     0.000     2.000   7
     5.000     3.400     1.500     0.200     0.000     1.000     0.000     0.000     2.000   8
     4.400     2.900     1.400     0.200     0.000     1.000     0.000     0.000     2.000   9
     4.900     3.100     1.500     0.100     0.000     1.000     0.000     0.000     2.000  10
     5.400     3.700     1.500     0.200     0.000     1.000     0.000     0.000     2.000  11
     4.800     3.400     1.600     0.200     0.000     1.000     0.000     0.000     2.000  12
     4.800     3.000     1.400     0.100     0.000     1.000     0.000     0.000     2.000  13
     4.300     3.000     1.100     0.100     0.000     1.000     0.000     0.000     2.000  14
     5.800     4.000     1.200     0.200     0.000     1.000     0.000     0.000     2.000  15
     5.700     4.400     1.500     0.400     0.000     1.000     0.000     0.000     2.000  16
     5.400     3.900     1.300     0.400     0.000     1.000     0.000     0.000     2.000  17
     5.100     3.500     1.400     0.300     0.000     1.000     0.000     0.000     2.000  18
     5.700     3.800     1.700     0.300     0.000     1.000     0.000     0.000     2.000  19
     5.100     3.800     1.500     0.300     0.000     1.000     0.000     0.000     2.000  20
     5.400     3.400     1.700     0.200     0.000     1.000     0.000     0.000     2.000  21
     5.100     3.700     1.500     0.400     0.000     1.000     0.000     0.000     2.000  22
     4.600     3.600     1.000     0.200     0.000     1.000     0.000     0.000     2.000  23
     5.100     3.300     1.700     0.500     0.000     1.000     0.000     0.000     2.000  24
     4.800     3.400     1.900     0.200     0.000     1.000     0.000     0.000     2.000  25
     5.000     3.000     1.600     0.200     0.000     1.000     0.000     0.000     2.000  26
     5.000     3.400     1.600     0.400     0.000     1.000     0.000     0.000     2.000  27
     5.200     3.500     1.500     0.200     0.000     1.000     0.000     0.000     2.000  28
     5.200     3.400     1.400     0.200     0.000     1.000     0.000     0.000     2.000  29
     4.700     3.200     1.600     0.200     0.000     1.000     0.000     0.000     2.000  30
     4.800     3.100     1.600     0.200     0.000     1.000     0.000     0.000     2.000  31
     5.400     3.400     1.500     0.400     0.000     1.000     0.000     0.000     2.000  32
     5.200     4.100     1.500     0.100     0.000     1.000     0.000     0.000     2.000  33
     5.500     4.200     1.400     0.200     0.000     1.000     0.000     0.000     2.000  34
     4.900     3.100     1.500     0.200     0.000     1.000     0.000     0.000     2.000  35
     5.000     3.200     1.200     0.200     0.000     1.000     0.000     0.000     2.000  36
     5.500     3.500     1.300     0.200     0.000     1.000     0.000     0.000     2.000  37
     4.900     3.600     1.400     0.100     0.000     1.000     0.000     0.000     2.000  38
     4.400     3.000     1.300     0.200     0.000     1.000     0.000     0.000     2.000  39
     5.100     3.400     1.500     0.200     0.000     1.000     0.000     0.000     2.000  40
     5.000     3.500     1.300     0.300     0.000     1.000     0.000     0.000     2.000  41
     4.500     2.300     1.300     0.300     0.000     1.000     0.000     0.000     2.000  42
     4.400     3.200     1.300     0.200     0.000     1.000     0.000     0.000     2.000  43
     5.000     3.500     1.600     0.600     0.000     1.000     0.000     0.000     2.000  44
     5.100     3.800     1.900     0.400     0.000     1.000     0.000     0.000     2.000  45
     4.800     3.000     1.400     0.300     0.000     1.000     0.000     0.000     2.000  46
     5.100     3.800     1.600     0.200     0.000     1.000     0.000     0.000     2.000  47
     4.600     3.200     1.400     0.200     0.000     1.000     0.000     0.000     2.000  48
     5.300     3.700     1.500     0.200     0.000     1.000     0.000     0.000     2.000  49
     5.000     3.300     1.400     0.200     0.000     1.000     0.000     0.000     2.000  50
     7.000     3.200     4.700     1.400     0.000     0.000     1.000     0.000     3.000  51
     6.400     3.200     4.500     1.500     0.002     0.000     0.998     0.000     3.000  52
     6.900     3.100     4.900     1.500     0.000     0.000     1.000     0.000     3.000  53
     5.500     2.300     4.000     1.300     0.997     0.000     0.003     0.000     1.000  54
     6.500     2.800     4.600     1.500     0.001     0.000     0.999     0.000     3.000  55
     5.700     2.800     4.500     1.300     0.434     0.000     0.566     0.000     3.000  56
     6.300     3.300     4.700     1.600     0.000     0.000     1.000     0.000     3.000  57
     4.900     2.400     3.300     1.000     1.000     0.000     0.000     0.000     1.000  58
     6.600     2.900     4.600     1.300     0.010     0.000     0.990     0.000     3.000  59
     5.200     2.700     3.900     1.400     0.995     0.000     0.005     0.000     1.000  60
     5.000     2.000     3.500     1.000     1.000     0.000     0.000     0.000     1.000  61
     5.900     3.000     4.200     1.500     0.155     0.000     0.845     0.000     3.000  62
     6.000     2.200     4.000     1.000     1.000     0.000     0.000     0.000     1.000  63
     6.100     2.900     4.700     1.400     0.008     0.000     0.992     0.000     3.000  64
     5.600     2.900     3.600     1.300     0.999     0.000     0.001     0.000     1.000  65
     6.700     3.100     4.400     1.400     0.005     0.000     0.995     0.000     3.000  66
     5.600     3.000     4.500     1.500     0.048     0.000     0.952     0.000     3.000  67
     5.800     2.700     4.100     1.000     0.999     0.000     0.001     0.000     1.000  68
     6.200     2.200     4.500     1.500     0.049     0.000     0.951     0.000     3.000  69
     5.600     2.500     3.900     1.100     1.000     0.000     0.000     0.000     1.000  70
     5.900     3.200     4.800     1.800     0.000     0.000     1.000     0.000     3.000  71
     6.100     2.800     4.000     1.300     0.906     0.000     0.094     0.000     1.000  72
     6.300     2.500     4.900     1.500     0.001     0.000     0.999     0.000     3.000  73
     6.100     2.800     4.700     1.200     0.113     0.000     0.887     0.000     3.000  74
     6.400     2.900     4.300     1.300     0.181     0.000     0.819     0.000     3.000  75
     6.600     3.000     4.400     1.400     0.010     0.000     0.990     0.000     3.000  76
